"Country","Q57","Q58","Q59","Q60","Q61","Q62","Q63","Q64","Q65","Q66","Q67","Q68","Q69","Q70","Q71","Q72","Q73","Q74","Q75","Q76","Q77","Q78","Q79","Q80","Q81","Q82","Q83","Q84","Q85","Q86","Q87","Q88","Q89","GDP","Life_expectancy","Education","Urbanicity","Freedom_Score","Deaths_million","Vaccination_rate","Excess_per_million"
"Lebanon",1.09916666666667,3.80833333333333,2.70426065162907,2.65133779264214,1.8881469115192,2.29471032745592,2.10729253981559,2.46231155778894,3.48623853211009,2.02192242833052,2.11428571428571,1.92924126172208,2.6625,2.27455919395466,1.90924369747899,1.75966386554622,1.82085786375105,1.77014418999152,2.28547008547009,1.81663837011885,1.9161624891962,2.05200341005968,1.98969072164948,2.09412780656304,2.10553191489362,1.68185726569218,1.81637931034483,1.71992818671454,1.65737410071942,1.58730158730159,1.76502242152466,1.82789855072464,1.68421052631579,8.92542186017072,79.236,"8.584109","88.758",45,1957.4701092347,40,3373.5842217663
"Libya",1.09268707482993,3.91206030150754,3.10906040268456,3.162615255658,1.90817186183656,1.89845094664372,2.00938566552901,3.41300675675676,2.50127226463104,1.72375215146299,1.79662447257384,1.82999044890162,2.60084745762712,2.6311263972485,2.08115183246073,1.3246511627907,1.52389380530973,2.23097112860892,2.36928386540121,1.86462093862816,1.88396226415094,2.08088888888889,2.09487666034156,2.07269338303821,2.43321299638989,1.73382624768946,1.65961361545538,1.76221804511278,1.79835766423358,1.42311191992721,1.71828358208955,2.34363957597173,1.85160038797284,10.5424290201042,72.463,"7.7852817","80.393",9,944.902787455883,34,1153.99738502193
"Morocco",1.165,3.5775,2.67416666666667,2.72416666666667,2.03,2.09333333333333,2.08916666666667,2.89166666666667,2.74,2.0725,2.12416666666667,2.04,2.5025,2.30916666666667,1.9825,1.90333333333333,1.96,2.21583333333333,2.37916666666667,2.07583333333333,2.11583333333333,2.25416666666667,2.365,2.32833333333333,2.38833333333333,2.11166666666667,2.14166666666667,2.09666666666667,2.14666666666667,2.11166666666667,2.15833333333333,2.23416666666667,2.25916666666667,3.49858276367188,74.27,"5.916","62.994",39,435.020893149818,68,927.664630154181
"Maldives",1.21324245374878,3.78055822906641,2.88491295938104,3.03471552555448,1.66731328806984,1.83333333333333,2.07058823529412,3.0463768115942,3.02220077220077,2.01258470474347,2.11594202898551,2.53438113948919,2.752408477842,2.28792270531401,2.03484995159729,1.53741496598639,1.62015503875969,2.39670223084384,3.01068999028183,2.08666017526777,2.32170542635659,2.94956353055286,2.68878048780488,2.68646543330088,2.95145631067961,2.61347869177403,2.62109375,2.59950248756219,2.50236406619385,2.36617842876165,2.78396436525612,3.03781512605042,2.65291262135922,11.3498592642235,80.116,"7.421843","40.238",35,593.752804097849,74,469.299160341937
"Mexico",1.1029919447641,3.64445720850086,2.49539700805524,2.3683908045977,1.59080459770115,2.02672864613597,1.82140779522978,2.83410138248848,2.55324074074074,1.98552403011002,1.99539435808866,1.7586611861421,1.81001727115717,1.82760629004077,1.67836593785961,1.50689655172414,1.62732558139535,1.63582793164408,2.71586287042417,1.74378253325622,2.07005253940455,2.10348837209302,2.15625,2.54164205552274,2.40626848018924,2.10320956576463,2.17125,2.02922077922078,2.0174081237911,1.95451505016722,2.03615960099751,2.39795918367347,2.16779348494161,10.4345783651735,74.202,"9.07712","80.444",63,2596.77088878497,75,4911.34339010591
"Myanmar (Burma)",1.15083333333333,3.74083333333333,2.84083333333333,2.92416666666667,2.27083333333333,1.88833333333333,1.8675,3.28166666666667,2.02666666666667,2.5725,3.07833333333333,2.85416666666667,2.57916666666667,2.58083333333333,3.10166666666667,2.75416666666667,2.92166666666667,2.94083333333333,3.1225,2.985,2.75416666666667,3.17916666666667,3.06583333333333,3.26416666666667,3.50333333333333,3.0175,3.05166666666667,2.76333333333333,2.71583333333333,2.43583333333333,3.205,3.45416666666667,2.9675,1.41537967619462,66.61,"6.3768","30.852",30,359.731444326732,76,815.592927745559
"Mongolia",1.27495407225964,3.6978021978022,2.93589743589744,2.93101343101343,2.1031746031746,2.06166056166056,1.96886446886447,2.05223880597015,2.44123440577807,2.34410646387833,2.56964397251718,2.30269523151348,2.51077313054499,2.33650793650794,2.30420918367347,1.98505523066927,2.11473272490222,2.32966321243523,2.52162685603615,2.19334186939821,2.24056603773585,2.43563068920676,2.35113484646195,2.37138830162086,2.44115523465704,2.2561669829222,2.53148425787106,2.41055949566588,2.35224386113463,2.31778425655977,2.5216,2.59939301972686,2.51371115173675,4.39494715044543,71.822,"10.163875","68.543",85,628.537361779161,70,1.17940567883104
"Malaysia",1.1957349581112,3.72429550647372,2.81188118811881,3.01294744859101,1.88042650418888,2.48362528560548,2.17821782178218,3.20274390243902,2.93826219512195,2.34477498093059,2.375,2.64024390243902,2.68673780487805,2.76676829268293,2.48246951219512,2.17315026697178,2.36003051106026,2.67353165522502,2.9969512195122,2.36890243902439,2.68220015278839,2.92137404580153,2.93969465648855,2.8914373088685,2.93735676088617,2.6646294881589,2.60198624904507,2.51948051948052,2.64171122994652,2.52140672782875,2.61667941851568,2.90818668706962,2.65187452180566,11.1321027429418,75.76,"10.64506","76.607",52,1086.00271063118,87,221.961263711953
"Nigeria",1.12682926829268,3.47001620745543,2.70364372469636,2.66019417475728,1.96113360323887,2.29163281884647,2.06661251015435,3.56032388663968,2.63110749185668,2.60556464811784,2.74188311688312,2.49500831946755,1.94251012145749,2.3766339869281,2.30819140308191,2.10560519902518,2.17295081967213,2.46210268948655,2.92081632653061,2.20894308943089,2.61138613861386,2.99511400651466,2.64739884393064,2.66666666666667,2.88935108153078,2.61609620721554,2.68715596330275,2.64039408866995,2.52156862745098,2.43046357615894,2.99467613132209,3.12663755458515,2.74432379072063,2.33402364318105,52.91,"7.19197","51.157",50,14.4366363265158,46,853.081882605582
"Nicaragua",1.0425,3.44333333333333,2.23333333333333,2.54,1.55083333333333,2.08666666666667,1.66416666666667,3.0075,1.9375,1.92083333333333,2.0175,1.7325,2.045,1.9775,2.06416666666667,1.7075,1.81416666666667,1.79166666666667,2.51333333333333,1.9925,2.015,2.24583333333333,2.66083333333333,2.53333333333333,2.56166666666667,2.36273058994419,2.08583333333333,2.20083333333333,2.13083333333333,1.95083333333333,2.265,2.80916666666667,2.50333333333333,1.90563832831484,74.054,"7.144","58.76",32,35.2599565482201,97,1740.75153342567
"Netherlands",1.61205564142195,3.78694158075601,3.25308008213552,3.57411067193676,2.67016806722689,2.98640661938534,2.95604395604396,1.98940914158305,2.62001124227094,2.24392712550607,2.21377551020408,2.41578654808227,2.76818866031109,2.74635128334172,2.12925851703407,1.9523568170299,2.17389006342495,2.22734499205087,2.93034557235421,2.53649821337417,2.22860238353196,2.2292531120332,2.47068403908795,2.51777634130575,2.45266594124048,2.2328099621007,2.44524336283186,2.37332439678284,2.69166166766647,2.57401812688822,2.4135101010101,2.6292817679558,2.40963060686016,52.4762732533327,82.1121951219512,"12.45232","91.876",99,1338.73928576392,77,1650.30097554656
"New Zealand",1.59502487562189,3.78661493695441,3.05745967741936,3.48975609756098,2.48191489361702,2.83272727272727,2.8536866359447,2.26998961578401,3.10909090909091,2.15308151093439,2.23547094188377,2.18764302059497,3.21603128054741,2.88833499501496,2.55147808358818,2.09783728115345,2.41176470588235,2.55307855626327,2.94349680170576,2.82012195121951,2.36745689655172,2.42943548387097,2.65792235047219,2.85155350978136,2.7968253968254,2.36273058994419,2.52625698324022,2.34598540145985,2.55,2.25420168067227,2.32564841498559,2.78474784747847,2.43732193732194,42.7964305818389,82.0560975609756,"13.042228","86.615",98,455.104311000956,88,-522.46147674588
"Pakistan",1.23496715512885,3.70070422535211,3.0231504781077,3.14264036418816,2.03500761035008,1.92558139534884,1.85167464114833,3.84607645875252,3.71759959657085,2.55767195767196,2.61976202793585,2.77412158393753,2.21823770491803,2.72685185185185,2.70924885028104,2.23541666666667,2.48781838316722,2.58040770101925,3.27515400410678,2.66648936170213,2.61646136618141,3.06279434850863,2.62226066897347,2.57514792899408,2.79263456090652,2.37677053824363,2.40287769784173,2.2953642384106,2.22714681440443,2.13075657894737,2.40233837689133,2.51100070972321,2.35086342229199,1.4371658330724,66.756,"4.53633","36.907",39,129.909966829536,75,977.16701813443
"Peru",1.05304659498208,3.60829163688349,2.10371959942775,2.19541875447387,1.48134863701578,1.88848396501458,1.59839650145773,2.77849462365591,2.2364816149964,1.97320782041999,2.00359971202304,1.74205748865356,1.94982078853047,1.53260869565217,1.5524981897176,1.34704184704185,1.29710144927536,1.4720406681191,2.62675535846268,1.79457079970653,1.9873417721519,2.12288447387785,2.35071806500378,2.45639097744361,2.40121580547113,2.14262023217247,2.1768140116764,1.62824675324675,1.58787878787879,2.25420168067227,2.33026069710019,2.74551665243382,2.41428571428571,6.95588082448096,76.156,"9.885519","78.099",73,6409.24054646417,93,8507.22626954577
"Philippines",1.05346700083542,3.81083333333333,2.87,2.94995829858215,2.02083333333333,2.30833333333333,2.06833333333333,3.62385321100917,3.03916666666667,2.855,3.07512520868113,2.72310258548791,3.11833333333333,3.05666666666667,3.11666666666667,2.67083333333333,2.81166666666667,2.94912427022519,3.1644407345576,2.81651376146789,2.76480400333611,3.09257714762302,3.07172643869892,3.18765638031693,3.21517931609675,2.90992493744787,2.92660550458716,2.73362831858407,2.72591943957968,2.54080717488789,2.94192997438087,3.16497461928934,2.87886597938144,3.41384904430419,71.865,"8.9691","47.149",61,565.918664117308,75,1603.10128858007
"Romania",1.11873990306947,3.74221867517957,2.38585209003215,2.669341894061,1.72382522671063,2.09847806624888,2.02758007117438,3.03127506014435,2.98522167487685,2.11120196238757,2.19533762057878,1.87274368231047,2.46492659053834,2.24520069808028,1.8358458961474,1.56109725685786,1.64623032311516,1.9793217535153,2.63166953528399,1.88777219430486,2.04140969162996,1.90627687016337,2.11926605504587,2.33102766798419,2.44805781391147,2.37241379310345,2.32,1.88645038167939,2.25320886814469,2.26923076923077,2.05005213764338,2.38871473354232,2.09551208285386,12.9579991142218,75.6073170731707,"11.27512","54.084",81,3537.24828921958,42,5613.04798446984
"Russia",1.23909348441926,3.82271468144044,2.8597868760516,2.953125,1.95259593679458,2.22310513447433,2.25167580743449,2.76280164802825,3.06153846153846,2.17663817663818,2.31078814980436,2.19115646258503,2.46333143831723,2.39788732394366,2.52263610315186,2.13376932223543,2.27323420074349,2.60249554367201,2.80279126213592,2.34051222351572,2.30278128950695,2.30511463844797,2.46819338422392,2.48321678321678,2.46317829457364,2.24583333333333,1.98914518317503,1.97065297138665,2.09826152683296,1.68616655196146,1.98976608187134,2.26183844011142,2.07275426874536,11.5362587890625,73.0839024390244,"12.399173","74.587",20,2675.03608108473,61,7434.47514291884
"Singapore",1.33983983983984,3.75398406374502,2.84097706879362,3.11011459890384,1.98652694610778,2.47748208802457,2.36697247706422,2.67127496159754,3.03544303797468,2.57846622651092,2.59757330637007,2.53116531165312,3.10240963855422,3.02915601023018,3.00904977375566,2.5739675901725,2.83896103896104,2.93377483443709,2.98821117375705,2.79123173277662,2.61012526096033,2.92110552763819,2.80685714285714,2.73248792270531,2.64529173887926,2.5679164105716,2.53411910669975,2.5641187618446,2.64389233954451,2.38884758364312,2.5344943067649,2.79641089108911,2.59907834101382,66.0704868123062,83.5951219512195,"11.85017","100",51,303.529061976341,90,261.641565988553
"Serbia",1.16618075801749,3.8351012536162,2.79408866995074,3.0443587270974,2.0390625,2.44225074037512,2.43830207305035,2.646771037182,2.74531095755183,1.86515748031496,1.96372549019608,1.82112970711297,2.2895256916996,2.06572295247725,1.94575230296827,1.6076210092688,1.76041666666667,1.91467221644121,2.49503968253968,1.93052631578947,2.12611717974181,2.05337361530715,2.25330620549339,2.16929547844374,2.23723723723724,1.83316378433367,1.74870197300104,1.72465314834578,1.65166130760986,1.49947423764458,1.72811534500515,1.96070320579111,1.81061394380853,7.41720660836868,75.9365853658537,"11.36987","56.26",67,2629.77479458542,49,8349.2991872837
"Slovakia",1.21596638655462,3.6814011676397,2.99749791492911,3.005,2.13350125944584,2.39375,2.2693661971831,2.53754266211604,2.61822871883061,2.15601023017903,2.31344537815126,2.3400365630713,2.46314907872697,2.20441051738762,1.84037162162162,1.78947368421053,1.83347493627867,2.46219201359388,2.85676392572944,2.6160409556314,2.46378091872791,2.56936170212766,2.49220898258478,2.52611218568665,2.63910422049957,2.39190353143842,2.3868677905945,2.37954110898662,2.49186602870813,2.15364354697103,2.43835616438356,2.45885509838998,2.3804347826087,19.3818905468746,77.6658536585366,"12.91142","53.729",88,3833.56972115074,52,4477.40538970032
"Thailand",1.31368421052632,3.81975967957276,3.08165997322624,2.99798927613941,2.08282828282828,2.25404312668464,2.13900134952766,2.97016011644833,2.67433501078361,2.59490909090909,2.65417867435159,2.60455655004068,2.55643421998562,2.91575889615105,2.59752547307132,2.34569732937685,2.57239309827457,2.70248538011696,3.0445765230312,2.68405584129317,2.6156862745098,3.07582582582583,2.82253771073647,2.8649373881932,2.81508078994614,2.76628352490421,2.71850393700787,2.76195426195426,2.72746331236897,2.71491712707182,2.83333333333333,2.85968586387435,2.77566137566138,7.62857603307351,78.975,"8.69712","50.692",30,469.601042051533,83,213.415746459377
"Tajikistan",1.20583333333333,3.94166666666667,3.00333333333333,2.7425,1.58416666666667,1.57583333333333,1.70916666666667,3.20121951219512,3.3477508650519,2.79088471849866,3.02286198137172,2.71610169491525,3.20189818809318,3.17015706806283,3.43087362171332,2.87155963302752,3.27723649247121,3.12466124661247,3.17519514310494,3.3657487091222,2.74498567335244,2.90534618755478,2.77003816793893,2.95532319391635,2.81344696969697,2.77627118644068,2.84345047923323,2.75765306122449,2.63900414937759,2.1522633744856,2.89300411522634,2.99147121535181,2.76051401869159,0.889023371804416,70.867,"11.333394","27.309",9,12.5592962051735,56,1307.04470914978
"Tunisia",1.14249146757679,3.60116569525396,2.80066445182724,2.79087136929461,2.03737541528239,2.06454316848282,2.0575959933222,2.5407220822838,3.05214465937763,2.00338983050847,2.06610878661088,1.91312056737589,2.46425567703953,2.45119863013699,1.59543918918919,1.43628691983122,1.48730964467005,1.97189097103918,2.48458904109589,1.70679277730009,1.96191319751993,2.03234265734266,2.30508474576271,2.26547842401501,2.4097605893186,1.74755381604697,1.56679764243615,1.5446247464503,1.70127118644068,1.52265193370166,1.64386317907445,2.10245901639344,1.86069114470842,3.47783618091653,75.993,"7.7862453","69.254",69,2370.00021932457,61,1927.91043798336
"Turkey",1.14261603375527,3.7932034811438,2.9858803986711,2.77542548775425,1.99875415282392,2.15561335067187,2.13011632916846,2.87137452711223,3.29581589958159,2.33263422818792,2.41523650062788,2.3832229580574,3.18481435127242,2.92755443886097,2.86363636363636,2.49617996604414,2.63287904599659,2.67916489135066,2.81658075601375,2.6517094017094,2.44965277777778,2.293867120954,2.51072210065646,2.60938185006576,2.59862187769165,2.11865148861646,2.13103142983621,2.08545454545455,2.27715187021181,2.07139545665276,2.18227731864095,2.47556561085973,2.23724847917642,9.21544087472889,77.832,"8.63314","75.63",31,1194.30576494,69,3105.96752648358
"Taiwan",1.30989370400654,3.7857726901063,2.90106295993459,3.1545380212592,2.20768601798855,2.53475061324612,2.37775960752249,2.58615004122012,2.73160535117057,2.09189640768588,2.11871393239901,2.53991416309013,2.99015586546349,2.53768844221106,2.45333333333333,1.99332220367279,2.0929648241206,2.66086235489221,2.7943143812709,2.19488026424443,2.63643996641478,2.97353184449959,2.7854183927092,2.86689132266217,2.69134775374376,2.36273058994419,2.49554367201426,2.61179828734539,2.60936007640879,2.55818743563337,2.75642245480495,2.89384478144514,2.75,34.43,81.6,"12.3","83.2",93,654.099292041265,94,-188.679372776999
"Ukraine",1.30652866242038,3.76156862745098,2.86703383162864,2.82783018867925,2.05925925925926,2.36985018726592,2.39033457249071,2.87854251012146,2.89405052974735,2.07148726376335,2.08908507223114,1.96888412017167,2.18662262592898,1.83890317052271,1.83624272651704,1.77261410788382,1.75655737704918,2.15916666666667,2.50698080279232,2.26042553191489,2.2802734375,2.1346316680779,2.29619312906221,2.37456647398844,2.51457194899818,2.41468064823642,2.53346855983773,2.14158415841584,2.32314923619271,2.25420168067227,2.22198041349293,2.42943548387097,2.34732824427481,3.66145776367188,71.8273170731707,"11.13142","69.473",60,3123.39473684211,36,5216.48599219621
"Uruguay",1.14859437751004,3.58509566968781,2.67274569402229,3.00609137055838,1.82804503582395,2.30581395348837,2.36560364464692,2.17987804878049,2.48920863309353,2.0523613963039,1.98279352226721,2.05284974093264,2.82647943831495,2.69533678756477,2.50254323499491,2.03917525773196,2.31601272534464,2.50925925925926,3.35058078141499,3.02131979695431,2.39662447257384,2.75826446280992,2.93229166666667,3.01255230125523,3.05912863070539,2.24717832957111,2.37100456621005,2.14150943396226,2.37957124842371,2.06791907514451,2.27506112469438,2.99265477439664,2.44262295081967,18.098361548609,77.508,"8.98255","95.426",98,2209.30619838646,87,907.461523345213
"United States",1.39737147274836,3.53670788253478,2.76199690402477,3.19627618308766,2.22987616099071,2.77444487728866,2.78345688646118,2.51886425515364,3.06765163297045,2.12058937572703,2.0454898911353,2.23206585652685,2.8122575640031,2.61277756135567,2.07638619620008,1.85530921820303,1.9050214091086,2.35775862068966,2.5639127045986,2.33996101364522,2.1958722741433,2.33385214007782,2.56491228070175,2.5766081871345,2.7282989490074,2.27793130675089,2.37636932707355,2.16905901116427,2.25258141382049,2.4684147794994,2.19912733042443,2.58920834974399,2.2718949044586,65.1203946628653,78.7878048780488,"13.5925255","82.459",86,3278.78727257736,82,2797.75955257473
"Uzbekistan",1.34710743801653,3.80979133226324,2.80048270313757,2.57292506043513,1.81397238017872,1.98305084745763,2.09721048182587,3.31655844155844,3.60789049919485,2.87903225806452,2.86151368760064,2.73492981007432,3.26150121065375,3.14926590538336,3.28513403736799,2.85172981878089,3.04301075268817,3.09651257096513,2.99919028340081,3.03606557377049,2.77925311203319,2.86422764227642,2.69857262804366,2.87845766974015,2.77427597955707,2.96779808529156,2.96488147497805,2.81891891891892,2.8529945553539,2.61602209944751,2.83891402714932,2.93368700265252,2.82218148487626,1.79520176845657,71.344,"11.89559","50.433",9,45.9211009843442,66,1259.14995381427
"Venezuela",1.14201680672269,3.64201680672269,2.6218487394958,2.57478991596639,1.74789915966387,2.15714285714286,1.99831932773109,2.94621848739496,1.88487394957983,2.04285714285714,2.1546218487395,1.62268907563025,1.71848739495798,1.75210084033613,1.69075630252101,1.62773109243697,1.66050420168067,1.75294117647059,2.64033613445378,1.83193277310924,2.26638655462185,2.30252100840336,2.33361344537815,2.45966386554622,2.47731092436975,1.87478991596639,1.92941176470588,1.87111517367459,1.86691658856607,1.7887189292543,1.92995391705069,2.42819843342037,2.05400540054005,3.69,72.161,"9.855648","88.24",19,206.065389155477,78,788.836995153967
"Vietnam",1.27666666666667,3.9325,3.005,2.86666666666667,2.1275,2.26833333333333,2.15333333333333,3.14237573715248,3.22402044293015,2.87129551227773,3.09113712374582,3.06504770164787,3.15979814970564,3.20085106382979,3.29711375212224,3.20202874049028,3.26936316695353,2.9801894918174,3.17787234042553,3.08297690333619,2.948606271777,3.1396933560477,3.06196213425129,3.15391156462585,3.05531914893617,3.1218836565097,3.16884328358209,3.1288056206089,3.23880597014925,3.08476658476658,3.2103487064117,3.3728813559322,3.27017937219731,3.49109140990663,74.093,"8.37028","36.628",20,439.834838993113,93,-63.4620165335228
"Zimbabwe",1.02141680395387,3.72405271828666,2.7588769611891,2.73701566364386,1.87448389760528,2.49875724937862,2.17290108063175,3.02883031301483,2.53993344425957,2.11868686868687,2.26633165829146,2.47238742565845,2.50907590759076,2.50747508305648,2.46937086092715,2.01422594142259,2.3014950166113,2.50415282392027,3.14854771784232,2.24729392173189,2.66276150627615,2.43427620632279,2.74553191489362,2.87353433835846,3.11276948590381,2.6978354978355,2.80622837370242,2.76759259259259,2.72970479704797,2.43333333333333,2.83150183150183,3.22378854625551,2.81013824884793,1.42186859613585,61.292,"8.68746","32.21",31,345.393046809673,51,1141.60986205466
